date,team,priority,request_count
2023-01-14,KYC,Low,112
2023-01-14,KYC,High,14
2023-01-14,Payments,Low,19
2023-01-14,Payments,High,56
2023-01-14,Sanctions,Low,1
2023-01-14,Sanctions,High,35
2023-01-15,KYC,Low,141
2023-01-15,KYC,High,14
2023-01-15,Payments,Low,12
2023-01-15,Payments,High,61
2023-01-15,Sanctions,Low,0
2023-01-15,Sanctions,High,33
2023-01-16,KYC,Low,168
2023-01-16,KYC,High,19
2023-01-16,Payments,Low,11
2023-01-16,Payments,High,58
2023-01-16,Sanctions,Low,1
2023-01-16,Sanctions,High,32
2023-01-17,KYC,Low,158
2023-01-17,KYC,High,17
2023-01-17,Payments,Low,29
2023-01-17,Payments,High,70
2023-01-17,Sanctions,Low,1
2023-01-17,Sanctions,High,35
2023-01-18,KYC,Low,161
2023-01-18,KYC,High,16
2023-01-18,Payments,Low,19
2023-01-18,Payments,High,71
2023-01-18,Sanctions,Low,1
2023-01-18,Sanctions,High,28
2023-01-19,KYC,Low,150
2023-01-19,KYC,High,20
2023-01-19,Payments,Low,21
2023-01-19,Payments,High,77
2023-01-19,Sanctions,Low,0
2023-01-19,Sanctions,High,19
2023-01-20,KYC,Low,153
2023-01-20,KYC,High,25
2023-01-20,Payments,Low,41
2023-01-20,Payments,High,119
2023-01-20,Sanctions,Low,0
2023-01-20,Sanctions,High,27
2023-01-21,KYC,Low,139
2023-01-21,KYC,High,15
2023-01-21,Payments,Low,19
2023-01-21,Payments,High,68
2023-01-21,Sanctions,Low,0
2023-01-21,Sanctions,High,33
2023-01-22,KYC,Low,154
2023-01-22,KYC,High,13
2023-01-22,Payments,Low,12
2023-01-22,Payments,High,66
2023-01-22,Sanctions,Low,2
2023-01-22,Sanctions,High,36
2023-01-23,KYC,Low,143
2023-01-23,KYC,High,10
2023-01-23,Payments,Low,20
2023-01-23,Payments,High,70
2023-01-23,Sanctions,Low,1
2023-01-23,Sanctions,High,29
2023-01-24,KYC,Low,163
2023-01-24,KYC,High,16
2023-01-24,Payments,Low,21
2023-01-24,Payments,High,81
2023-01-24,Sanctions,Low,1
2023-01-24,Sanctions,High,20
2023-01-25,KYC,Low,164
2023-01-25,KYC,High,16
2023-01-25,Payments,Low,22
2023-01-25,Payments,High,69
2023-01-25,Sanctions,Low,3
2023-01-25,Sanctions,High,34
2023-01-26,KYC,Low,144
2023-01-26,KYC,High,14
2023-01-26,Payments,Low,24
2023-01-26,Payments,High,71
2023-01-26,Sanctions,Low,0
2023-01-26,Sanctions,High,23
2023-01-27,KYC,Low,154
2023-01-27,KYC,High,19
2023-01-27,Payments,Low,38
2023-01-27,Payments,High,122
2023-01-27,Sanctions,Low,1
2023-01-27,Sanctions,High,38
2023-01-28,KYC,Low,150
2023-01-28,KYC,High,26
2023-01-28,Payments,Low,20
2023-01-28,Payments,High,64
2023-01-28,Sanctions,Low,0
2023-01-28,Sanctions,High,23
2023-01-29,KYC,Low,117
2023-01-29,KYC,High,15
2023-01-29,Payments,Low,20
2023-01-29,Payments,High,75
2023-01-29,Sanctions,Low,0
2023-01-29,Sanctions,High,39
2023-01-30,KYC,Low,191
2023-01-30,KYC,High,21
2023-01-30,Payments,Low,23
2023-01-30,Payments,High,55
2023-01-30,Sanctions,Low,0
2023-01-30,Sanctions,High,21
2023-01-31,KYC,Low,168
2023-01-31,KYC,High,23
2023-01-31,Payments,Low,36
2023-01-31,Payments,High,139
2023-01-31,Sanctions,Low,1
2023-01-31,Sanctions,High,41
2023-02-01,KYC,Low,155
2023-02-01,KYC,High,11
2023-02-01,Payments,Low,22
2023-02-01,Payments,High,76
2023-02-01,Sanctions,Low,0
2023-02-01,Sanctions,High,16
2023-02-02,KYC,Low,168
2023-02-02,KYC,High,25
2023-02-02,Payments,Low,16
2023-02-02,Payments,High,94
2023-02-02,Sanctions,Low,0
2023-02-02,Sanctions,High,25
2023-02-03,KYC,Low,125
2023-02-03,KYC,High,21
2023-02-03,Payments,Low,39
2023-02-03,Payments,High,121
2023-02-03,Sanctions,Low,0
2023-02-03,Sanctions,High,16
2023-02-04,KYC,Low,145
2023-02-04,KYC,High,12
2023-02-04,Payments,Low,19
2023-02-04,Payments,High,64
2023-02-04,Sanctions,Low,1
2023-02-04,Sanctions,High,34
2023-02-05,KYC,Low,146
2023-02-05,KYC,High,12
2023-02-05,Payments,Low,17
2023-02-05,Payments,High,72
2023-02-05,Sanctions,Low,1
2023-02-05,Sanctions,High,25
2023-02-06,KYC,Low,163
2023-02-06,KYC,High,15
2023-02-06,Payments,Low,22
2023-02-06,Payments,High,66
2023-02-06,Sanctions,Low,7
2023-02-06,Sanctions,High,131
2023-02-07,KYC,Low,155
2023-02-07,KYC,High,23
2023-02-07,Payments,Low,21
2023-02-07,Payments,High,64
2023-02-07,Sanctions,Low,0
2023-02-07,Sanctions,High,45
2023-02-08,KYC,Low,160
2023-02-08,KYC,High,20
2023-02-08,Payments,Low,26
2023-02-08,Payments,High,80
2023-02-08,Sanctions,Low,2
2023-02-08,Sanctions,High,39
2023-02-09,KYC,Low,151
2023-02-09,KYC,High,17
2023-02-09,Payments,Low,29
2023-02-09,Payments,High,80
2023-02-09,Sanctions,Low,0
2023-02-09,Sanctions,High,29
2023-02-10,KYC,Low,165
2023-02-10,KYC,High,13
2023-02-10,Payments,Low,40
2023-02-10,Payments,High,107
2023-02-10,Sanctions,Low,1
2023-02-10,Sanctions,High,75
2023-02-11,KYC,Low,119
2023-02-11,KYC,High,17
2023-02-11,Payments,Low,17
2023-02-11,Payments,High,70
2023-02-11,Sanctions,Low,1
2023-02-11,Sanctions,High,28
2023-02-12,KYC,Low,152
2023-02-12,KYC,High,18
2023-02-12,Payments,Low,16
2023-02-12,Payments,High,61
2023-02-12,Sanctions,Low,0
2023-02-12,Sanctions,High,18
2023-02-13,KYC,Low,148
2023-02-13,KYC,High,16
2023-02-13,Payments,Low,25
2023-02-13,Payments,High,77
2023-02-13,Sanctions,Low,1
2023-02-13,Sanctions,High,29
2023-02-14,KYC,Low,150
2023-02-14,KYC,High,19
2023-02-14,Payments,Low,22
2023-02-14,Payments,High,80
2023-02-14,Sanctions,Low,0
2023-02-14,Sanctions,High,30
2023-02-15,KYC,Low,165
2023-02-15,KYC,High,19
2023-02-15,Payments,Low,19
2023-02-15,Payments,High,91
2023-02-15,Sanctions,Low,2
2023-02-15,Sanctions,High,30
2023-02-16,KYC,Low,162
2023-02-16,KYC,High,10
2023-02-16,Payments,Low,27
2023-02-16,Payments,High,59
2023-02-16,Sanctions,Low,0
2023-02-16,Sanctions,High,33
2023-02-17,KYC,Low,148
2023-02-17,KYC,High,22
2023-02-17,Payments,Low,36
2023-02-17,Payments,High,148
2023-02-17,Sanctions,Low,0
2023-02-17,Sanctions,High,23
2023-02-18,KYC,Low,126
2023-02-18,KYC,High,16
2023-02-18,Payments,Low,17
2023-02-18,Payments,High,82
2023-02-18,Sanctions,Low,0
2023-02-18,Sanctions,High,42
2023-02-19,KYC,Low,134
2023-02-19,KYC,High,14
2023-02-19,Payments,Low,22
2023-02-19,Payments,High,60
2023-02-19,Sanctions,Low,1
2023-02-19,Sanctions,High,37
2023-02-20,KYC,Low,150
2023-02-20,KYC,High,7
2023-02-20,Payments,Low,31
2023-02-20,Payments,High,73
2023-02-20,Sanctions,Low,1
2023-02-20,Sanctions,High,35
2023-02-21,KYC,Low,147
2023-02-21,KYC,High,13
2023-02-21,Payments,Low,18
2023-02-21,Payments,High,77
2023-02-21,Sanctions,Low,1
2023-02-21,Sanctions,High,33
2023-02-22,KYC,Low,144
2023-02-22,KYC,High,19
2023-02-22,Payments,Low,18
2023-02-22,Payments,High,67
2023-02-22,Sanctions,Low,2
2023-02-22,Sanctions,High,32
2023-02-23,KYC,Low,156
2023-02-23,KYC,High,13
2023-02-23,Payments,Low,24
2023-02-23,Payments,High,75
2023-02-23,Sanctions,Low,1
2023-02-23,Sanctions,High,34
2023-02-24,KYC,Low,145
2023-02-24,KYC,High,11
2023-02-24,Payments,Low,50
2023-02-24,Payments,High,141
2023-02-24,Sanctions,Low,0
2023-02-24,Sanctions,High,21
2023-02-25,KYC,Low,147
2023-02-25,KYC,High,17
2023-02-25,Payments,Low,18
2023-02-25,Payments,High,59
2023-02-25,Sanctions,Low,0
2023-02-25,Sanctions,High,34
2023-02-26,KYC,Low,141
2023-02-26,KYC,High,11
2023-02-26,Payments,Low,22
2023-02-26,Payments,High,82
2023-02-26,Sanctions,Low,0
2023-02-26,Sanctions,High,24
2023-02-27,KYC,Low,155
2023-02-27,KYC,High,18
2023-02-27,Payments,Low,18
2023-02-27,Payments,High,68
2023-02-27,Sanctions,Low,0
2023-02-27,Sanctions,High,22
2023-02-28,KYC,Low,169
2023-02-28,KYC,High,17
2023-02-28,Payments,Low,44
2023-02-28,Payments,High,133
2023-02-28,Sanctions,Low,1
2023-02-28,Sanctions,High,36
2023-03-01,KYC,Low,155
2023-03-01,KYC,High,13
2023-03-01,Payments,Low,18
2023-03-01,Payments,High,87
2023-03-01,Sanctions,Low,0
2023-03-01,Sanctions,High,32
2023-03-02,KYC,Low,153
2023-03-02,KYC,High,11
2023-03-02,Payments,Low,30
2023-03-02,Payments,High,74
2023-03-02,Sanctions,Low,1
2023-03-02,Sanctions,High,28
2023-03-03,KYC,Low,153
2023-03-03,KYC,High,14
2023-03-03,Payments,Low,47
2023-03-03,Payments,High,116
2023-03-03,Sanctions,Low,0
2023-03-03,Sanctions,High,43
2023-03-04,KYC,Low,162
2023-03-04,KYC,High,13
2023-03-04,Payments,Low,5
2023-03-04,Payments,High,63
2023-03-04,Sanctions,Low,1
2023-03-04,Sanctions,High,32
2023-03-05,KYC,Low,139
2023-03-05,KYC,High,20
2023-03-05,Payments,Low,26
2023-03-05,Payments,High,75
2023-03-05,Sanctions,Low,0
2023-03-05,Sanctions,High,24
2023-03-06,KYC,Low,150
2023-03-06,KYC,High,21
2023-03-06,Payments,Low,22
2023-03-06,Payments,High,69
2023-03-06,Sanctions,Low,0
2023-03-06,Sanctions,High,33
2023-03-07,KYC,Low,149
2023-03-07,KYC,High,25
2023-03-07,Payments,Low,26
2023-03-07,Payments,High,79
2023-03-07,Sanctions,Low,1
2023-03-07,Sanctions,High,50
2023-03-08,KYC,Low,164
2023-03-08,KYC,High,14
2023-03-08,Payments,Low,19
2023-03-08,Payments,High,80
2023-03-08,Sanctions,Low,0
2023-03-08,Sanctions,High,39
2023-03-09,KYC,Low,141
2023-03-09,KYC,High,12
2023-03-09,Payments,Low,24
2023-03-09,Payments,High,75
2023-03-09,Sanctions,Low,1
2023-03-09,Sanctions,High,42
2023-03-10,KYC,Low,148
2023-03-10,KYC,High,17
2023-03-10,Payments,Low,35
2023-03-10,Payments,High,130
2023-03-10,Sanctions,Low,0
2023-03-10,Sanctions,High,25
2023-03-11,KYC,Low,135
2023-03-11,KYC,High,17
2023-03-11,Payments,Low,20
2023-03-11,Payments,High,68
2023-03-11,Sanctions,Low,1
2023-03-11,Sanctions,High,34
2023-03-12,KYC,Low,159
2023-03-12,KYC,High,15
2023-03-12,Payments,Low,25
2023-03-12,Payments,High,67
2023-03-12,Sanctions,Low,0
2023-03-12,Sanctions,High,24
2023-03-13,KYC,Low,149
2023-03-13,KYC,High,22
2023-03-13,Payments,Low,24
2023-03-13,Payments,High,59
2023-03-13,Sanctions,Low,0
2023-03-13,Sanctions,High,28
2023-03-14,KYC,Low,169
2023-03-14,KYC,High,23
2023-03-14,Payments,Low,29
2023-03-14,Payments,High,77
2023-03-14,Sanctions,Low,1
2023-03-14,Sanctions,High,26
2023-03-15,KYC,Low,169
2023-03-15,KYC,High,11
2023-03-15,Payments,Low,21
2023-03-15,Payments,High,90
2023-03-15,Sanctions,Low,2
2023-03-15,Sanctions,High,37
2023-03-16,KYC,Low,156
2023-03-16,KYC,High,20
2023-03-16,Payments,Low,15
2023-03-16,Payments,High,73
2023-03-16,Sanctions,Low,0
2023-03-16,Sanctions,High,42
2023-03-17,KYC,Low,145
2023-03-17,KYC,High,18
2023-03-17,Payments,Low,36
2023-03-17,Payments,High,102
2023-03-17,Sanctions,Low,0
2023-03-17,Sanctions,High,26
2023-03-18,KYC,Low,143
2023-03-18,KYC,High,13
2023-03-18,Payments,Low,22
2023-03-18,Payments,High,73
2023-03-18,Sanctions,Low,2
2023-03-18,Sanctions,High,30
2023-03-19,KYC,Low,139
2023-03-19,KYC,High,13
2023-03-19,Payments,Low,21
2023-03-19,Payments,High,64
2023-03-19,Sanctions,Low,0
2023-03-19,Sanctions,High,15
2023-03-20,KYC,Low,147
2023-03-20,KYC,High,13
2023-03-20,Payments,Low,22
2023-03-20,Payments,High,61
2023-03-20,Sanctions,Low,1
2023-03-20,Sanctions,High,38
2023-03-21,KYC,Low,164
2023-03-21,KYC,High,20
2023-03-21,Payments,Low,18
2023-03-21,Payments,High,73
2023-03-21,Sanctions,Low,0
2023-03-21,Sanctions,High,22
2023-03-22,KYC,Low,187
2023-03-22,KYC,High,13
2023-03-22,Payments,Low,23
2023-03-22,Payments,High,69
2023-03-22,Sanctions,Low,2
2023-03-22,Sanctions,High,42
2023-03-23,KYC,Low,156
2023-03-23,KYC,High,24
2023-03-23,Payments,Low,29
2023-03-23,Payments,High,78
2023-03-23,Sanctions,Low,1
2023-03-23,Sanctions,High,31
2023-03-24,KYC,Low,153
2023-03-24,KYC,High,12
2023-03-24,Payments,Low,34
2023-03-24,Payments,High,123
2023-03-24,Sanctions,Low,3
2023-03-24,Sanctions,High,164
2023-03-25,KYC,Low,155
2023-03-25,KYC,High,17
2023-03-25,Payments,Low,16
2023-03-25,Payments,High,85
2023-03-25,Sanctions,Low,0
2023-03-25,Sanctions,High,34
2023-03-26,KYC,Low,122
2023-03-26,KYC,High,17
2023-03-26,Payments,Low,21
2023-03-26,Payments,High,85
2023-03-26,Sanctions,Low,0
2023-03-26,Sanctions,High,36
2023-03-27,KYC,Low,150
2023-03-27,KYC,High,17
2023-03-27,Payments,Low,32
2023-03-27,Payments,High,90
2023-03-27,Sanctions,Low,0
2023-03-27,Sanctions,High,39
2023-03-28,KYC,Low,168
2023-03-28,KYC,High,21
2023-03-28,Payments,Low,19
2023-03-28,Payments,High,69
2023-03-28,Sanctions,Low,1
2023-03-28,Sanctions,High,18
2023-03-29,KYC,Low,167
2023-03-29,KYC,High,19
2023-03-29,Payments,Low,21
2023-03-29,Payments,High,62
2023-03-29,Sanctions,Low,0
2023-03-29,Sanctions,High,25
2023-03-30,KYC,Low,164
2023-03-30,KYC,High,18
2023-03-30,Payments,Low,18
2023-03-30,Payments,High,85
2023-03-30,Sanctions,Low,0
2023-03-30,Sanctions,High,42
2023-03-31,KYC,Low,148
2023-03-31,KYC,High,13
2023-03-31,Payments,Low,55
2023-03-31,Payments,High,195
2023-03-31,Sanctions,Low,0
2023-03-31,Sanctions,High,21
2023-04-01,KYC,Low,150
2023-04-01,KYC,High,15
2023-04-01,Payments,Low,27
2023-04-01,Payments,High,57
2023-04-01,Sanctions,Low,1
2023-04-01,Sanctions,High,34
2023-04-02,KYC,Low,149
2023-04-02,KYC,High,23
2023-04-02,Payments,Low,17
2023-04-02,Payments,High,75
2023-04-02,Sanctions,Low,1
2023-04-02,Sanctions,High,30
2023-04-03,KYC,Low,176
2023-04-03,KYC,High,22
2023-04-03,Payments,Low,20
2023-04-03,Payments,High,72
2023-04-03,Sanctions,Low,0
2023-04-03,Sanctions,High,25
2023-04-04,KYC,Low,173
2023-04-04,KYC,High,18
2023-04-04,Payments,Low,24
2023-04-04,Payments,High,92
2023-04-04,Sanctions,Low,0
2023-04-04,Sanctions,High,31
2023-04-05,KYC,Low,171
2023-04-05,KYC,High,17
2023-04-05,Payments,Low,24
2023-04-05,Payments,High,75
2023-04-05,Sanctions,Low,2
2023-04-05,Sanctions,High,33
2023-04-06,KYC,Low,152
2023-04-06,KYC,High,16
2023-04-06,Payments,Low,22
2023-04-06,Payments,High,77
2023-04-06,Sanctions,Low,0
2023-04-06,Sanctions,High,38
2023-04-07,KYC,Low,140
2023-04-07,KYC,High,14
2023-04-07,Payments,Low,37
2023-04-07,Payments,High,137
2023-04-07,Sanctions,Low,1
2023-04-07,Sanctions,High,23
2023-04-08,KYC,Low,135
2023-04-08,KYC,High,14
2023-04-08,Payments,Low,15
2023-04-08,Payments,High,71
2023-04-08,Sanctions,Low,2
2023-04-08,Sanctions,High,28
2023-04-09,KYC,Low,143
2023-04-09,KYC,High,15
2023-04-09,Payments,Low,15
2023-04-09,Payments,High,55
2023-04-09,Sanctions,Low,0
2023-04-09,Sanctions,High,31
2023-04-10,KYC,Low,168
2023-04-10,KYC,High,21
2023-04-10,Payments,Low,20
2023-04-10,Payments,High,94
2023-04-10,Sanctions,Low,1
2023-04-10,Sanctions,High,38
2023-04-11,KYC,Low,169
2023-04-11,KYC,High,27
2023-04-11,Payments,Low,21
2023-04-11,Payments,High,73
2023-04-11,Sanctions,Low,0
2023-04-11,Sanctions,High,32
2023-04-12,KYC,Low,190
2023-04-12,KYC,High,17
2023-04-12,Payments,Low,19
2023-04-12,Payments,High,74
2023-04-12,Sanctions,Low,0
2023-04-12,Sanctions,High,31
2023-04-13,KYC,Low,151
2023-04-13,KYC,High,23
2023-04-13,Payments,Low,15
2023-04-13,Payments,High,84
2023-04-13,Sanctions,Low,0
2023-04-13,Sanctions,High,34
2023-04-14,KYC,Low,140
2023-04-14,KYC,High,18
2023-04-14,Payments,Low,37
2023-04-14,Payments,High,138
2023-04-14,Sanctions,Low,1
2023-04-14,Sanctions,High,38
2023-04-15,KYC,Low,142
2023-04-15,KYC,High,14
2023-04-15,Payments,Low,20
2023-04-15,Payments,High,59
2023-04-15,Sanctions,Low,0
2023-04-15,Sanctions,High,37
2023-04-16,KYC,Low,162
2023-04-16,KYC,High,16
2023-04-16,Payments,Low,17
2023-04-16,Payments,High,67
2023-04-16,Sanctions,Low,0
2023-04-16,Sanctions,High,22
2023-04-17,KYC,Low,159
2023-04-17,KYC,High,19
2023-04-17,Payments,Low,18
2023-04-17,Payments,High,70
2023-04-17,Sanctions,Low,1
2023-04-17,Sanctions,High,32
2023-04-18,KYC,Low,169
2023-04-18,KYC,High,23
2023-04-18,Payments,Low,17
2023-04-18,Payments,High,90
2023-04-18,Sanctions,Low,2
2023-04-18,Sanctions,High,33
2023-04-19,KYC,Low,157
2023-04-19,KYC,High,15
2023-04-19,Payments,Low,20
2023-04-19,Payments,High,86
2023-04-19,Sanctions,Low,1
2023-04-19,Sanctions,High,34
2023-04-20,KYC,Low,181
2023-04-20,KYC,High,21
2023-04-20,Payments,Low,18
2023-04-20,Payments,High,83
2023-04-20,Sanctions,Low,0
2023-04-20,Sanctions,High,32
2023-04-21,KYC,Low,164
2023-04-21,KYC,High,18
2023-04-21,Payments,Low,44
2023-04-21,Payments,High,132
2023-04-21,Sanctions,Low,0
2023-04-21,Sanctions,High,30
2023-04-22,KYC,Low,128
2023-04-22,KYC,High,19
2023-04-22,Payments,Low,16
2023-04-22,Payments,High,77
2023-04-22,Sanctions,Low,3
2023-04-22,Sanctions,High,36
2023-04-23,KYC,Low,149
2023-04-23,KYC,High,17
2023-04-23,Payments,Low,15
2023-04-23,Payments,High,74
2023-04-23,Sanctions,Low,1
2023-04-23,Sanctions,High,40
2023-04-24,KYC,Low,159
2023-04-24,KYC,High,26
2023-04-24,Payments,Low,21
2023-04-24,Payments,High,77
2023-04-24,Sanctions,Low,1
2023-04-24,Sanctions,High,20
2023-04-25,KYC,Low,174
2023-04-25,KYC,High,22
2023-04-25,Payments,Low,15
2023-04-25,Payments,High,67
2023-04-25,Sanctions,Low,0
2023-04-25,Sanctions,High,31
2023-04-26,KYC,Low,168
2023-04-26,KYC,High,13
2023-04-26,Payments,Low,24
2023-04-26,Payments,High,85
2023-04-26,Sanctions,Low,0
2023-04-26,Sanctions,High,32
2023-04-27,KYC,Low,164
2023-04-27,KYC,High,22
2023-04-27,Payments,Low,30
2023-04-27,Payments,High,75
2023-04-27,Sanctions,Low,1
2023-04-27,Sanctions,High,35
2023-04-28,KYC,Low,155
2023-04-28,KYC,High,18
2023-04-28,Payments,Low,44
2023-04-28,Payments,High,109
2023-04-28,Sanctions,Low,1
2023-04-28,Sanctions,High,34
2023-04-29,KYC,Low,143
2023-04-29,KYC,High,12
2023-04-29,Payments,Low,16
2023-04-29,Payments,High,58
2023-04-29,Sanctions,Low,1
2023-04-29,Sanctions,High,17
2023-04-30,KYC,Low,170
2023-04-30,KYC,High,12
2023-04-30,Payments,Low,31
2023-04-30,Payments,High,113
2023-04-30,Sanctions,Low,0
2023-04-30,Sanctions,High,33
2023-05-01,KYC,Low,162
2023-05-01,KYC,High,17
2023-05-01,Payments,Low,19
2023-05-01,Payments,High,72
2023-05-01,Sanctions,Low,0
2023-05-01,Sanctions,High,39
2023-05-02,KYC,Low,163
2023-05-02,KYC,High,14
2023-05-02,Payments,Low,23
2023-05-02,Payments,High,73
2023-05-02,Sanctions,Low,2
2023-05-02,Sanctions,High,39
2023-05-03,KYC,Low,152
2023-05-03,KYC,High,21
2023-05-03,Payments,Low,23
2023-05-03,Payments,High,79
2023-05-03,Sanctions,Low,1
2023-05-03,Sanctions,High,43
2023-05-04,KYC,Low,171
2023-05-04,KYC,High,15
2023-05-04,Payments,Low,20
2023-05-04,Payments,High,69
2023-05-04,Sanctions,Low,0
2023-05-04,Sanctions,High,28
2023-05-05,KYC,Low,137
2023-05-05,KYC,High,20
2023-05-05,Payments,Low,46
2023-05-05,Payments,High,132
2023-05-05,Sanctions,Low,1
2023-05-05,Sanctions,High,38
2023-05-06,KYC,Low,118
2023-05-06,KYC,High,11
2023-05-06,Payments,Low,18
2023-05-06,Payments,High,76
2023-05-06,Sanctions,Low,1
2023-05-06,Sanctions,High,36
2023-05-07,KYC,Low,147
2023-05-07,KYC,High,18
2023-05-07,Payments,Low,24
2023-05-07,Payments,High,76
2023-05-07,Sanctions,Low,2
2023-05-07,Sanctions,High,34
2023-05-08,KYC,Low,143
2023-05-08,KYC,High,20
2023-05-08,Payments,Low,20
2023-05-08,Payments,High,60
2023-05-08,Sanctions,Low,3
2023-05-08,Sanctions,High,32
2023-05-09,KYC,Low,158
2023-05-09,KYC,High,15
2023-05-09,Payments,Low,23
2023-05-09,Payments,High,84
2023-05-09,Sanctions,Low,1
2023-05-09,Sanctions,High,26
2023-05-10,KYC,Low,154
2023-05-10,KYC,High,14
2023-05-10,Payments,Low,22
2023-05-10,Payments,High,89
2023-05-10,Sanctions,Low,4
2023-05-10,Sanctions,High,30
2023-05-11,KYC,Low,133
2023-05-11,KYC,High,11
2023-05-11,Payments,Low,17
2023-05-11,Payments,High,71
2023-05-11,Sanctions,Low,0
2023-05-11,Sanctions,High,34
2023-05-12,KYC,Low,154
2023-05-12,KYC,High,18
2023-05-12,Payments,Low,31
2023-05-12,Payments,High,141
2023-05-12,Sanctions,Low,0
2023-05-12,Sanctions,High,26
2023-05-13,KYC,Low,114
2023-05-13,KYC,High,9
2023-05-13,Payments,Low,18
2023-05-13,Payments,High,71
2023-05-13,Sanctions,Low,0
2023-05-13,Sanctions,High,27
2023-05-14,KYC,Low,148
2023-05-14,KYC,High,16
2023-05-14,Payments,Low,24
2023-05-14,Payments,High,79
2023-05-14,Sanctions,Low,1
2023-05-14,Sanctions,High,29
2023-05-15,KYC,Low,172
2023-05-15,KYC,High,27
2023-05-15,Payments,Low,20
2023-05-15,Payments,High,73
2023-05-15,Sanctions,Low,0
2023-05-15,Sanctions,High,28
2023-05-16,KYC,Low,154
2023-05-16,KYC,High,22
2023-05-16,Payments,Low,25
2023-05-16,Payments,High,73
2023-05-16,Sanctions,Low,0
2023-05-16,Sanctions,High,33
2023-05-17,KYC,Low,161
2023-05-17,KYC,High,18
2023-05-17,Payments,Low,16
2023-05-17,Payments,High,61
2023-05-17,Sanctions,Low,2
2023-05-17,Sanctions,High,41
2023-05-18,KYC,Low,155
2023-05-18,KYC,High,20
2023-05-18,Payments,Low,23
2023-05-18,Payments,High,71
2023-05-18,Sanctions,Low,0
2023-05-18,Sanctions,High,23
2023-05-19,KYC,Low,167
2023-05-19,KYC,High,21
2023-05-19,Payments,Low,36
2023-05-19,Payments,High,149
2023-05-19,Sanctions,Low,0
2023-05-19,Sanctions,High,28
2023-05-20,KYC,Low,179
2023-05-20,KYC,High,14
2023-05-20,Payments,Low,14
2023-05-20,Payments,High,63
2023-05-20,Sanctions,Low,2
2023-05-20,Sanctions,High,39
2023-05-21,KYC,Low,150
2023-05-21,KYC,High,21
2023-05-21,Payments,Low,19
2023-05-21,Payments,High,81
2023-05-21,Sanctions,Low,7
2023-05-21,Sanctions,High,196
2023-05-22,KYC,Low,156
2023-05-22,KYC,High,19
2023-05-22,Payments,Low,10
2023-05-22,Payments,High,64
2023-05-22,Sanctions,Low,1
2023-05-22,Sanctions,High,24
2023-05-23,KYC,Low,169
2023-05-23,KYC,High,26
2023-05-23,Payments,Low,29
2023-05-23,Payments,High,83
2023-05-23,Sanctions,Low,1
2023-05-23,Sanctions,High,26
2023-05-24,KYC,Low,169
2023-05-24,KYC,High,20
2023-05-24,Payments,Low,20
2023-05-24,Payments,High,77
2023-05-24,Sanctions,Low,0
2023-05-24,Sanctions,High,27
2023-05-25,KYC,Low,146
2023-05-25,KYC,High,19
2023-05-25,Payments,Low,19
2023-05-25,Payments,High,73
2023-05-25,Sanctions,Low,1
2023-05-25,Sanctions,High,35
2023-05-26,KYC,Low,149
2023-05-26,KYC,High,17
2023-05-26,Payments,Low,47
2023-05-26,Payments,High,144
2023-05-26,Sanctions,Low,1
2023-05-26,Sanctions,High,24
2023-05-27,KYC,Low,149
2023-05-27,KYC,High,19
2023-05-27,Payments,Low,21
2023-05-27,Payments,High,74
2023-05-27,Sanctions,Low,1
2023-05-27,Sanctions,High,24
2023-05-28,KYC,Low,156
2023-05-28,KYC,High,16
2023-05-28,Payments,Low,13
2023-05-28,Payments,High,66
2023-05-28,Sanctions,Low,1
2023-05-28,Sanctions,High,38
2023-05-29,KYC,Low,172
2023-05-29,KYC,High,18
2023-05-29,Payments,Low,20
2023-05-29,Payments,High,64
2023-05-29,Sanctions,Low,0
2023-05-29,Sanctions,High,31
2023-05-30,KYC,Low,167
2023-05-30,KYC,High,22
2023-05-30,Payments,Low,21
2023-05-30,Payments,High,86
2023-05-30,Sanctions,Low,1
2023-05-30,Sanctions,High,26
2023-05-31,KYC,Low,170
2023-05-31,KYC,High,16
2023-05-31,Payments,Low,35
2023-05-31,Payments,High,133
2023-05-31,Sanctions,Low,0
2023-05-31,Sanctions,High,31
2023-06-01,KYC,Low,149
2023-06-01,KYC,High,20
2023-06-01,Payments,Low,19
2023-06-01,Payments,High,82
2023-06-01,Sanctions,Low,1
2023-06-01,Sanctions,High,33
2023-06-02,KYC,Low,148
2023-06-02,KYC,High,13
2023-06-02,Payments,Low,41
2023-06-02,Payments,High,135
2023-06-02,Sanctions,Low,1
2023-06-02,Sanctions,High,29
2023-06-03,KYC,Low,160
2023-06-03,KYC,High,10
2023-06-03,Payments,Low,26
2023-06-03,Payments,High,78
2023-06-03,Sanctions,Low,3
2023-06-03,Sanctions,High,29
2023-06-04,KYC,Low,134
2023-06-04,KYC,High,17
2023-06-04,Payments,Low,13
2023-06-04,Payments,High,85
2023-06-04,Sanctions,Low,0
2023-06-04,Sanctions,High,28
2023-06-05,KYC,Low,181
2023-06-05,KYC,High,15
2023-06-05,Payments,Low,19
2023-06-05,Payments,High,68
2023-06-05,Sanctions,Low,0
2023-06-05,Sanctions,High,31
2023-06-06,KYC,Low,146
2023-06-06,KYC,High,15
2023-06-06,Payments,Low,25
2023-06-06,Payments,High,80
2023-06-06,Sanctions,Low,0
2023-06-06,Sanctions,High,22
2023-06-07,KYC,Low,170
